type, OBJ, lambda1no,lambda2no,lambda3no,lambda4no,lambda5no,A1no,A2no,A3no,A4no,A5no,S1no,lambda1hi,lambda2hi,lambda3hi,lambda4hi,lambda5hi,A1hi,A2hi,A3hi,A4hi,A5hi,S1hi,k1,k2, k3, k4, k5, k6no, k7no, k8no, k9no, k10no, k6hi, k7hi, k8hi, k9hi, k10hi 
 suboptimal , 0.33961, -0.13503840495904775864666191864671, -0.99118095463977184955695065582404, -0.019221550601365707672263383187783, -5.2070914451144067406750809423599e-05, -0.8535277445040725385894120336161, 1.0165885004837527105792105430737, 8.5025698503111950543598140939139, 0.41132303032269029730016995927144, 0.022888603775672446832833983876299, -8.9533699848933103737635974539444, -0.93082156008276406566892546834424, -3.4336918678858636688744354614755, -0.16695217979881629699612233252992, -0.12799763521959875434141906680452, -2.0497036518330923198535735429981e-06, -0.14381519101987988440427557179646, 0.056323198449305902912875865240494, 8.8771959726242126720308078802191, 7.4464805425189988241641003696714, 0.00029870624489524089583900035016484, -15.380298419837412637889428879134, -0.41667507219136057372566028789151, 0.047190440550917193973656793559712, 0.12250627707953599954127099636025, 0.00019584039346509996069693737563711, 0.010796560790736426174718509685135, 0.49080023640115816307982754551631, 3.8564388318215571968369838920728e-14, 0.2611402565908855222254203454213, 2.9377636768860939712295585177572e-14, 1.1618996530705498759772353878361, 0.017723925007659877689514260623582, 0.2493223972829746726276312074333, 2.301023791838479493065960923559, 2.3399990139765318815273392288086e-14, 1.7644772631899499500537583946552e-08, 0.0020708110969374741994197819394685 
 suboptimal , 0.36142, -4.0252391658989301603810417873319, -0.17618849083642892927592527030356, -0.00020261862428708958365486392239063, -0.032921675829378327371443901938619, -2.8517080095925826377367684472119, 3.5079154148314706240796567726647, 0.7148295617669991885989588809025, 0.037059419795241216322168043006968, 0.66593839918803765520749493589392, -3.9257427955817485454304005543236, -3.0730024034014320477581350132823, -0.13016485970478919309556431471719, -6.7590945682363647861734534671996, -0.00088128989211553145684957533134707, -0.0944434503191491914186883604998, -0.10542158906763277048668214774807, 3.9387773072056488921077743725618, 0.028633922220847620593309201808552, 0.0005955063030250849374566679550469, 3.3013112942861484455647769209463, -6.269318030015670117904846847523, -0.35709606868009680091802238166565, 0.0417192568840421898479497997414, 0.15987628420216593028158058586996, 0.16886309793726556049975329187873, 4.8783301175183941822410815802868, 1.3763568028628609951624639506917, 0.75147897815350117589616729674162, 0.051422895515443156622126252841554, 0.96755258794885778961258893104969, 1.8466215999894680800128357340412e-07, 0.030569247438184222326329475549755, 0.0088123916181729218533025260740033, 0.12215351001039514988733003519883, 0.00010314098343582755621869462281381, 0.036201798036394922108982541431033, 0.0050999536668339491216062064893322 
 suboptimal , 0.10299, -0.027868205880892452791508517861985, -8.2265165230790824324458299088292, -0.00016494965461478973845627082894794, -0.11311028051802357596855586052698, -2.2072942787694174171519989613444, 0.65484421545632398586889166836045, -0.0035093769363385347338779585157909, 0.032387817041831877540314366115126, 0.32393126300702795861141680688888, -0.0076539185688452859857022758660605, -0.0091302337830849109034936361695145, -8.432003485630893635516258655116, -0.2283030200929904718343266267766, -0.00024026595351232425071957843343284, -0.068240787352897777640059473469591, -0.068142487641296031752879969189962, -0.0063357659433280781244302026777859, 0.94543952777701423251244250423042, 0.0003407301210868921665861352998661, -5.2795206679767545665526995435357, 5.3400761760219817020356458669994, -0.16603100845387336326197669222893, 0.038975134918225066982255810899005, 0.095608795973215296437608401447505, 0.00081658945300043560885233651092108, 0.044342286740530020838768621160852, 8.7496286108057059749398831627332, 0.51424614925434020129557666223263, 0.22831044877094211487111863334576, 1.1207569385353072418927498216101e-07, 1.1903712565744895002239900350105, 0.026139757897208404369138179390575, 0.032289332157366679165733103218372, 0.14621238930379065745768230044632, 6.9226197958121621588887036221043e-10, 1.356659428030334859935986287216e-06, 0.048673197991891771485573059408125 
 suboptimal , 0.25021, -0.35337051226089444266875716493814, -0.21331818278304123803756908728246, -0.00021515564953648234859315269140723, -0.037621459226876874382128335128073, -0.64926913640832450980155954312067, 1.1282778892587739250075173913501, -0.19366943103529712932875384012732, 0.034774184488920681368462339833059, 0.72639899707986388399660881987074, -0.69578163979226137492162251874106, 0.067026947672415737589091122572427, -1.2229133381751782216895207966445, -0.069306000488818991778217082355695, -0.0098527286451909942138760456487034, -0.00035825143362529953587961029093378, -0.33600143363676554519869910109264, -0.1805743847054468720347841781404, 0.095348372590050620156709726416011, 0.0014569206972660558776361261479337, 0.00028720982689347764786960692795503, 1.0834818815912365952414120329195, -0.14984731384000299359016139533196, 0.018938623955526794756520914120301, 0.033220940169422667753718059202583, 0.00078511766646261295973102667389298, 0.046281763436047500259729048366353, 0.54788847523091821489771291453508, 0.034806561380519907000774537664256, 0.04044916166268845703068990360407, 8.8459922894904676195465369203941e-08, 0.23591387391285878472046988463262, 0.20529792529535523248895856340823, 0.76161856964659546687101965289912, 0.045250024574518585285254346217698, 0.045724149973607290664556757064929, 9.4734869688910451233573861706816e-05, 0.18457547051829842343906307178258 
 suboptimal , 0.26624, -9.9999994115725243659653642680496, -0.1284839640480278100120870021783, -0.00012160172282438783152632572059915, -0.021301796404377217053482951314436, -8.7161510908099035788154651527293, 6.5728764493059337326030799886212, 0.6551557202926608924897777797014, 0.028402210950380504111967283620288, 0.44758891184987392719563104037661, -6.704023292398849420692386047449, -7.3891955981838179923215648159385, -6.8142302694518193106887338217348, -6.1024473054925429948980308836326, -0.00014817975342274576026208032786258, -0.074838485576207286475991509178129, -0.074639519195690007258292553160572, -2.1030363267939509164250466710655, 2.9103613053256185416728385462193, 0.00032808403556769215455787835900026, 6.8888831812128117348947853315622, -6.6965362437800468597970393602736, -3.4454800975945012453394156182185, 0.039060039770222862443027622703084, 0.097722045062929474568136356538162, 0.00051358670488044146258677091765321, 0.027331371120412138731037288152947, 9.9999998823486162535800758632831, 1.4275209904877488309438149371999, 5.6913934164125299375314170902129, 0.18084272898817982389019221045601, 1.2197572154634599428391084074974, 0.021864976990938003037490133806386, 4.2139402231469912489516261312065e-14, 2.110048915678513825611162246787, 4.2627936210498030191804580933679e-07, 1.6025854381583033436697860452114, 0.044136732927535345105685138378249 
 suboptimal , 0.41767, -0.018955379547906874015961165014232, -8.7995024550739699975565599743277, -7.6890582690184556824419814802241, -5.4261246129907044985236225231873e-05, -0.10333881987428879256629699057157, 0.39481697367676182874873802575166, 6.6785510849564628799157617322635, -6.7672254748914086874833628826309, 0.023051069466172136035453377189697, 0.67080634679201178727225851616822, -6.8111411649946047575099328241777, -9.9356924604888217089637691969983, -0.08734374074660779252443632003633, -0.13156315146106556390748210105812, -0.06633047728891430794284644889558, -5.2739121672298739491001329238173e-05, -0.0048028909162903263632693473539348, -1.4300022055272216814358898773207, 1.8692122756198474853306379372953, 0.56599488425940458480312145184143, -0.000402063435740340757718058739556, -0.11084035836961164678271529737685, 0.031681470687704507693815969560092, 0.079012395632197321426737346428126, 0.00019799113356751084748588742634468, 0.010489156562599471697594388786001, 9.9996416692213099253194741322659, 2.2606376596381720802233020184424e-05, 3.3603152004150560472339748230297, 0.35855808774372233127536446772865, 3.0312259832355503696987852890743, 0.017930486971564359166553259683496, 2.2367399988171603190707462015577e-14, 0.10669830468869234696427383823902, 1.9278793499185961571826065854444e-13, 0.035266968254466984911132954039203, 0.044685346470639181193362787780643 
 suboptimal , 0.36467, -0.31765449669545975375228863413213, -5.0523318978331230866274381696712, -5.470581615955860677047439821763, -0.17142444135872200727810366061021, -0.00029497616314831692123712980624362, -7.7811251120891524735156963288318, -7.7791652471078513997326808748767, 8.9276525365030980907476987340488, 7.5459028360178352912157606624532, 0.086734986676071379463337507331744, -8.3583955051177181161392581998371, -5.0944276488012727455156891664956, -5.0004666627190106353850751474965, -0.1003110505776892841245384602189, -0.10374426401473577086242983114062, -0.00085292581991850899281182307731797, 2.2755349022783053491991722694365, -1.6117944049497683334237763119745, 0.052379712202836319068222081796193, 0.28325668187760677518838292598957, 0.00062310859101988302910513084498234, -3.5674647842846374246050800138619, 0.094330472398604217620921019715752, 0.21517233791885018168166254781681, 0.11859401959266900605793892964357, 6.6797462329393066937655021320097, 2.236317573028934191370353801176, 2.1707819783328305973668648221064, 0.2073214950307582515875992612564, 0.80488793349016685141350535559468, 1.2008080024351222235602936090626e-07, 0.1061227990060311099362877484964, 1.6353484445394756985336925936281, 0.43056773422838273690516075475898, 6.2801254034503052364919739591897e-05, 0.0082109705335359321753951888922529, 0.020984265206411566867528151192346 
 suboptimal , 0.45709, -2.092871806476609197744664925267, -0.047977322433583262373257838362406, -0.0045170191888014533596051869324128, -0.00024156445491123977446258630497056, -0.92904287853029221544431948132114, 0.44573047879481914046451151989459, 1.3652209464182021303457759131561, 0.0041763023101013645177470579028522, 0.044221119741045117335076497511182, -0.85934884726416771449919451697497, -0.20001401786075279076726474158932, -0.1053536089477019321858364264699, -0.00061486709538850856798797295255099, -1.7053286680337924607897548412438, -1.6664089389759815240665830060607, -0.00061251745736368048804443287025379, 0.36131447603781724486893267567211, 1.3643675971525759393898624693975, -0.6248942983537331130605707585346, 1.2619702720584695665451135937474, -1.3627580468951296932544892115402, -1.0753783562699510412130621261895, 0.00040965917481606796890156174661968, 0.0014357909523413214109011093455592, 0.028386272279221063524756729634646, 1.1319390827710711366904661190347, 1.3792861748584965830843884759815, 0.00017323019096221600396368067720232, 0.54893613007727559693904595405911, 0.031489546888588577921996858322018, 0.2207637872114435739767657196353, 0.0083763040152624486378574175660106, 0.2241931958799296409345913616562, 1.1914170765771485704931365035009, 6.2813177993415413285366311058056e-05, 0.0037323317866115525605341662895853, 0.0053766493418968752324160753630622 
 suboptimal , 0.4647, -1.368949071393038341426517945365, -0.066307385676759936221635882702685, -0.0013878337926214432979793444999927, -0.00012114917120846472480856503839419, -0.092677355135256878071459141210653, 0.16562232250709546521605375346553, 3.6737334219402142387878029694548, 0.087394975661276422251866335955128, -0.01538494492356161195967256816175, -2.911365775185024151738844011561, -0.20062592943198609418686828576028, -0.35075729952378914555666256092081, -0.054385164159723685395331216341219, -0.00069074535951996586871648453609396, -0.0063150960282718727675788095154985, -0.41739556878766648218004320369801, 1.9031356807467185721094438122236, 0.039820929179294847766179543668841, 0.00037262451515398078202151443960588, 0.00080114453947395102440670600074668, -0.94413037898064133823794463751256, -0.27563387992550997251939293164469, 0.010783536491759535685952542394261, 0.014180922352135175504295183657177, 0.0014229459531497565000918159583421, 0.076588094374244408690799446048914, 0.23488226604261772112458572792093, 0.62141085128490691769087561624474, 0.028275012726898897386096365380581, 0.19754982916043309359999113894446, 3.7541395215540163436077764069765e-05, 0.01111964113649605012668075687543, 1.9438383465699281332707704789131e-06, 0.66999114018107475132524086802732, 0.0012040270289851578988660207869543, 9.6132421247474829925985795320287e-05, 0.0097335410913283581385568865584901 
 suboptimal , 0.29929, -8.3384608920624447847558258217759, -9.999999507552663757792288379278, -0.00013369925048690241460580541144054, -0.12511343106593106333512821493059, -0.022617888741351750009345167313768, -4.3209362943778018006923957727849, 4.2207640337216272286013918346725, 0.029618956413778749214849028703611, 0.59376519724054399596013809059514, 0.4767881070018518130382290109992, -6.2627558524136892614819771551993, -0.14171268328569608385691935836803, -6.6770045233612522750377138436306, -0.00019297048278299998302909301628461, -7.5867578941484543619822034088429, -0.032658519616959126585786776786335, 0.39595458041124620418571566915489, -5.1016054274052331507505186891649, 0.00030421125748598677436887460778792, 5.6938771337102167535704211331904, 0.011469502026284494888841436477378, -9.1911111990083540490559244062752, 0.037363076785420883119126500560014, 0.096667137935904728918146133764822, 0.00061023359225326201382699764508288, 0.034150131447671726314663231960367, 9.9999906060861292189656523987651, 4.0858776618950827241860679350793, 3.386726684969878053976799492375, 0.12192373205726633744738762743509, 0.54518147967325603087118679468404, 0.03717470401934633988938472271002, 2.4326852285912036851864062213585e-14, 2.3763562100765405205038405256346, 3.6078202040184364320335261154802e-14, 2.657770068630385118524372956017, 0.037248273240568077757650655712496 
 suboptimal , 0.32813, -0.00017085236783839329987449984216141, -0.86210940976730165985486564750317, -0.051515427228991030050853083821494, -0.011154531453247270092465903701395, -0.44708457798129497273720289740595, 0.033758090990036196399337597995327, 2.774439934199049773155820730608, 1.3876076493950233459173659866792, 0.0632738213347246586382155442152, -3.2590794959188342794220716314157, -1.0069813514316354741140457917936, -0.69763325936191067366820561801433, -0.65803172789918795704267040491686, -0.00039878236224223602207281103027015, -0.02360175232232518405250942805651, -0.00039875808260848546104790357524905, -0.90541559736240717626287732855417, 1.8847548698679958967261427460471, 1.73571226296361524887856830901, 0.020301428250063910385669885272364, -1.7353529637192679491164426508476, -0.60905980411788229744729505910072, 0.0063508736729390603131806258829783, 0.016482931057158541066076651304684, 0.00085527751973784530824945759874822, 0.047949332859041342291828158295175, 0.72747500991772917622313343599671, 0.0054202709614898482784473010553938, 0.42971688758103732119764117669547, 0.0071169845276684365331654191777488, 0.14840028488738704615101937633881, 0.018017894640929607574797444158321, 0.47436854635886765985119950528315, 0.11463753162743639535392503603362, 0.010699671064540193510250531971906, 2.0446283067929095934173178150672e-05, 0.0023812484890888725719282348336492 
 suboptimal , 0.44847, -0.9786414381389616501394357328536, -0.00053138283808274063262783171168735, -0.0010847783055068637315249135966155, -0.010159002323531248976329344202441, -0.013014104640845772578594541357688, 0.076163811410756399045141051828978, -0.41729748933953630940507650848303, 0.71862109060661127912794654548634, -3.797950393159619242311464404338, 4.4204629804817878735434533155058, -0.094039842698136963394794918258413, -0.12740085432974310175602283834451, -1.1146976542261539666611724896939, -0.00069571534195294812419341212716972, -0.0073785754995164976738353246332736, -0.00069540350867467620211981316202809, 0.33201446636077958096677775756689, 0.66489756051243698031782969337655, 0.52641388035581149207331463912851, 0.0023518350747287817929798148242071, -0.52567774230375685640126448561205, -0.78347670692711435247446161156404, 0.00096569123482825294704084972963187, 0.0025522100354136764005508197783456, 0.012433799774199644216921001316223, 0.62409475802842151459515207534423, 0.51033875700682063136781607681769, 0.00020511203640729839723332028622593, 0.0021123647272507334142488399919557, 0.015001294526398700757141568828956, 5.2242470102992638071853076509043e-05, 0.0050410651490397223595252285122115, 0.087836748153338056743777428891917, 0.0096886320851347160904021293958976, 0.01724334314808246768069288634706, 8.3872097183192333212480018556079e-05, 0.0043110229479968089488783888896251 
 suboptimal , 0.46392, -3.6701236892141944068157499714289, -0.030903093752413846040383305080468, -3.0225765608399211004098106059246, -0.0033395302309973400219089700868835, -9.5416987798038117884504016874558e-05, 4.7854916525785773373513620754238, 0.74732893420465573708355577764451, -4.5742138844822619603291968815029, 0.016906712573715260150564176910848, 0.024486585125313958810622239070653, -3.7605881801923670693099666095804, -1.4037138862138398565093666547909, -1.0969660738526156862349125731271, -1.1330704467843941696258980300627, -0.0044647947449433407485219760246764, -6.2386083976109630677524264807943e-05, -0.92092700730846122070261117187329, -3.9230118266313973585113217268372, 5.8375308240348644517325737979263, 0.0063504376828827854839509825524146, 5.7572222111786086617968294376624e-05, -1.0182331064138931964180301292799, 0.00010525654974397802472480673019462, 0.00013931312416877642923300484323335, 0.011571371675517768892738068586823, 0.66501418068462192501044683012879, 1.2799513975340441884753772683325, 4.1857569956710793945831028395332, 1.1259651766168810027579638699535, 4.1322455657968081482516939373362e-07, 0.045945522489716700276218830367725, 0.061376511056391823417666131490478, 1.3867352823687762084778033356159e-08, 1.8995605495126515194215244264342, 8.484964439232049607589325468382e-05, 1.3371740180765743222224273267784, 0.096197382240406484332773118239857 
 suboptimal , 0.44552, -0.80553662894472111144494874679367, -0.40846444575142493160768708548858, -0.040246309703082523701045403186072, -0.023434997822673431927542608832482, -7.7670899902101221473280090457081e-05, -0.026667945071714476562574347440204, -0.017549133073383203773598637553732, 0.75165581875086062701996070245514, 0.26572697159493974261579296580749, 0.026834287799297307230972364777699, -0.0078305646274164850129118065069633, -0.83552366845691061758572004691814, -0.0012364364717216027970969616234242, -0.079653825859781812734894401728525, -0.04576936398500888736329272887815, -7.9560577906554320708198968503666e-05, 0.85105754750494200244759213092038, 0.036741601560736622533731576822902, 0.17479732194553071478182459941308, -0.03087906644258252980561607614618, -0.031717404568626809957532231010191, -0.72363158957191031639410994102946, 0.012288498146359533996774260344864, 0.032661714775063285798317735952878, 0.00030223894675262738800797235327877, 0.017537428483336860857155770077043, 0.81777870046855116736850277447957, 0.021151694136021758491095212662003, 0.20802658362057541152623230118479, 7.5923361048529743790527096226894e-08, 0.16539095547031212873889671755023, 0.021271930225043443607457760435864, 4.0182016482807641122223379914757e-05, 0.060300916424162999407432295129183, 0.0015841913307257035354452812114801, 0.020710109537453225136971468600677, 0.0012084820594413249982002067639542 
 suboptimal , 0.30548, -0.030339677560894433988591956108394, -5.306217003924287745064702903619, -0.0001760256988156987578621887058361, -0.45609931425922684011808883042249, -0.57008700514643551038318491919199, 0.69480487820686787081569946167292, 0.30887052850331214726153916672047, 0.031447697192932083654071107048367, 8.9602924720946237613361518015154, -8.9954155759977361128676420776173, -0.61863346824708553839400337892585, -0.13310585117091239260034285507572, -0.010284241512853143155070689829245, -2.5920841025338869911820438574068, -2.0559679878759093973883409489645, -0.00076207389133471973002159627341712, 0.4161264373608111188929115087376, 0.002134220981423178443298072082257, -0.58318723467723798670192536519608, 1.1644867092361246285747711226577, 0.00043986709887899877458039554767311, -0.93788818438374299546467227628455, 0.055761580521759196438225103520381, 0.14021759241237471971253114588762, 0.022428493821968275429012962263187, 1.2703785071053830257881145371357, 3.1879651215305102596175856888294, 0.81796821225842075708811762524419, 0.23673908132500015577548424516863, 0.051519051420353997872147999714798, 0.092549942919215477665773050830467, 0.0069232095269638410997559141435431, 0.38812423036184445779284146738064, 0.44276913269467710332349952295772, 1.8521637013177498137611826176802e-07, 0.019102524768146660061329811242103, 0.0027769832815675923876064246087481 
 suboptimal , 0.30451, -0.43902091493674083588771850372723, -0.30717131676119596717100534988276, -0.032003116434330847184241974900942, -0.00015539801667120519313054771703975, -0.47072501863982874059644245789968, 2.0177128555779280105753059615381, 0.12211832814840177519055686161664, 0.74514092055948011328325719659915, 0.033874912565852621781914422172122, -1.9188470168516624791976710184827, -0.043932189553864908759805985027924, -1.5628400844957612836338967099437, -1.9757035171267023354602088147658, -0.00014090215328449031220205134307122, -0.069523059715829449434210118852207, -0.00016828602711841075573358239569899, 1.8809071454502583886636557508609, -0.95004119639883000125735179608455, -0.031912344683101286080262326549928, 0.068176713034685545999913358627964, 0.032869682596987345735151109238359, -1.0672982376654884806299605770619, 0.055017741156497969312599849445178, 0.16935976840656200015367005562439, 0.0040244029240597946686652797154693, 0.23522494742921859489648284124996, 0.051489903411270535049659713422443, 0.29193043757968534235303081914026, 0.050773506458361844506654847464233, 0.0053527704874641243715238658751332, 0.00019952250965689732431322667149942, 0.5120062830933505004793460102519, 3.3665686625310753399276109121274, 0.0012653495184587772431211716295252, 6.4030325686562522433066188543016e-06, 1.4703841640668001525564176357186e-05, 0.35451601705007251830181758123217 
 suboptimal , 0.46181, -0.42805771784056079187763543814071, -0.044750143399186814718859750428237, -0.0015268930098549405183910865346775, -0.078834426065000184902231694650254, -0.00015749056412224870875847526630054, 0.020248431549646110638729368247368, 2.2951420648709217608995913906256, -0.0047794825147834335901664282175716, -1.345533737636743332188871136168, 0.034922723730958837862203836266417, -0.0052992562068031167504811307367163, -2.6261392032838868360045125882607, -0.30452474575927590549895285221282, -0.021908815113365173038451061415799, -1.5190419537315980047509356154478, -0.00075430671938403611679474503048937, 3.9697264271855776662789594411151, 2.4774050259127702311445773375453, 0.011309168248254326469282027289864, -5.4589060201968893082380418491084, 0.0004653988502871797550142218824476, -2.8874261877756155492136258544633, 0.012319364813251318033215930825008, 0.014274093440684349973213151940854, 0.0037202987543305818599059797691098, 0.27966686479671915011024907471437, 0.050075257229808461945097519674164, 2.913076892647616124423564851198e-06, 2.9930184282288694783656646247749e-05, 0.00049803788765535265264938757923119, 0.14919644609173127181023232878943, 0.0011164247011829150912909369708359, 0.00021506236924132387231846375019728, 0.42371756065149435155348101034178, 0.22437307076428547603086371964309, 0.64726052943371181758180910037481, 3.1657666277669576082587354903808 
 suboptimal , 0.38992, -0.010903865988119756588736741775847, -4.585845244053592395516716351267, -0.00025331015318481230015265626143162, -1.4527697160525645525552818071446, -0.0039971978104693548991543927684233, 0.62828178976115500731225438357797, -0.15709077541678723166640452291176, 0.040633613010514865737654588428995, 0.71145539543368929713551551685669, -0.22328002278857200790795900502417, -0.31915536640535679957508818915812, -0.42519660031909939368333084530605, -0.0072618882616367463195272691223181, -0.00017571600031569589760518934618005, -0.39322688244189230033498461125419, -0.21396781169198078598192580557225, -2.2367031962503052255897273425944, 0.0066851506954318405326342933392425, -3.6630567678770541075339989278703e-05, 1.6522177376024826944700407693745, 1.5778369385200694541282473437604, -0.036312692426826775893289322993951, 0.00032256023069412607592876263140624, 0.00038568437737140269733551733999377, 0.0067297696540139281123904524406498, 0.39426733379784573152448956534499, 0.70201950254176959109742028886103, 3.6739589409412438669733091956005, 0.00010797136408450180508622473496416, 0.022548444891095559272642390169494, 0.017851837619551197411382759128173, 2.1846247787088346470341093663592, 5.3411721902371506729735595175868e-05, 0.0065421264154958856315569271089316, 0.00029341582765693723002659032417228, 0.28576544306971413123008574075357, 0.091863654918318105035979215244879 
 suboptimal , 0.44926, -1.2302815602761445479274016179261, -2.5414089434794579495024632875833e-05, -0.018413197802508482481265161823103, -0.0029601810032461148454452359857214, -1.3281398658858081240907722531119, 2.3850059576732136612520207563648, 0.01682657803727275608318691979548, 0.32391329438141208685308924941637, 0.030600123199316427852201272230559, -1.7563459532912149008154756302247, -0.60761106111668272689030345645733, -1.1412821487313031809662788873538, -0.018534366407400928999926748019789, -0.00057431877817046858656496732820074, -1.8715311182444820392589690527529, -0.30763645314586651746679990537814, -3.9440105615518725734602867305512, 0.010601771175485000947569247387037, 0.00036620593619415993651838858724545, 3.1816004987879562548869216698222, 1.7514420856522372460517544823233, -1.9922396295478845829052261251491, 0.0084418237677331281476611479774874, 0.009752477471696836819337050883405, 0.022665086520637204442474299526111, 1.8237064757882730514637614760431, 0.089046873801684953142476786069892, 0.77389242395568935695138179653441, 0.054120561861760986543945506355158, 0.00029031486205645672159583736693378, 0.0027610986741523476858950481016564, 0.002327190630752385466090137455808, 0.038274645692822927001142119252108, 0.18528179884299900148647566311411, 3.4659154564370086328752170422296e-07, 0.49457707432596170749050656922918, 0.48199588762461931246150470542489 
 suboptimal , 0.44288, -0.52733958800686586698702740250155, -0.094993315759615407078975124477438, -6.3401002793422067444102652178373e-05, -0.0057351721803397875606989053665075, -0.79607393380828250784020383434836, -4.1146708875359454538056525052525, 0.53752728128772453430883615510538, 0.018754375743453895880596959955255, 0.16617762326696364216793710966158, 4.3922116072378036832901671004947, -1.3787120667641041826811942883069, -1.0803856433034166872886316923541, -1.6907045407639929024412595026661, -0.16185299174957476497915820345952, -0.00028320044396372266335901168865519, -6.350724671959703674165020892417e-05, -1.3009689451037826923851525862119, 1.5193446627149522765165556847933, 0.78026458929023068122887707431801, 0.0070717643184897219232887266571197, -0.005712071219889765238963974525177, -1.2895045476657447380830490146764, 6.745969008443517141680734194864e-05, 0.021868573206234073746934143400722, 0.7427397130952739789933048086823, 0.39736722866953694266456409422972, 0.3998297113512442324534390536428, 0.038283038708872070554622979443593, 0.0071260769172050890743475015653985, 2.588651541809986555722206729639e-09, 2.8435945041028296985559375986696e-05, 0.099080327303019771756353861746902, 1.0010013580515899622724873552215, 0.0041135944974011748667686028113621, 0.0059892099433195289392983795551118, 0.00071387995937587209356600670417947, 0.039289987684766748687881232626751 
 suboptimal , 0.20236, -3.1347051348062477948985815601191, -1.8479775017512161117139157795464, -0.023309067467313336619039176866863, -0.18242651572287474359690406799928, -0.00014576485205663897181706245564925, 2.2399708391896746562110820377711, -3.1002641885042634406488559761783, 0.48206625005503056513589399401098, 1.3472854165628722622471968861646, 0.030941682696685957054683058231603, -1.5494512307671182149704236508114, -0.16857928843573211086237506606267, -1.8757723523670715159994415444089, -0.0066223893888157784118342341628249, -2.1052353928838667407319462654414, -0.00021461707623993082688293454474149, 0.88306551702789048974295837979298, 1.1291269107803481031027104108944, 0.0024868975446135726213581218502213, -1.014842881903619042915920545056, 0.00016355655076694119998137466609478, -0.13038494916428999825797063749633, 0.048843613086014057989014958138796, 0.12628306521206114632072115000483, 0.0007196062928883274366007039013482, 0.041938837546803615918822316643855, 2.4081339936557388803350931993918, 3.0439831343313516760339804134716e-06, 0.74066503138927708427274865243817, 0.065655076978309440116632345052494, 1.5054692896790833334108583585476, 0.020038116453435058511578503726014, 1.2927698799260656237208877428202, 0.051223529581651473796544138394893, 0.0028523559598031423406583328983288, 0.00080796964988212290406655036179018, 0.20769587555808810552804288818152 
 suboptimal , 0.36977, -5.7219967480429367867600376484916, -0.025429444744361037050728313602121, -0.033650481161373833882688444418818, -4.9099642638038156761126629135106, -0.00017996042154260743898587515676724, 3.9639159329553299571102797926869, -0.022321702523797150308215719860527, 0.85458955183408791267396509283572, -3.8323255120394779105197358148871, 0.036141729773857100838085898431018, -3.8931289917031826064430788392201, -5.1725980926755488198409693723079, -5.840758645443846930334075295832, -0.028926395934561213718616556889174, -0.028774631188696671302285068350102, -0.00032197545700904020961677365342268, -1.9042801115779639520297905619373, 2.8336471762359067838588089216501, 6.4458652354359537994810125383083, -6.3756945092162622401588123466354, 0.00046220912236538680417652358300984, -6.7035711103558002221802780695725, 0.010658093861697618201511694735473, 0.027651518574702278752130979455615, 0.00096683115886394502963563368780342, 0.054682892771448061985939403939483, 6.3931928785272482684831629740074, 0.00068969144890399349326348676925136, 1.9995120888906285916419847126235, 0.20056474313210839732768420162756, 2.2443099505399688453621820372064, 0.016983114399380896952784780751244, 2.3154892785130312625521084103161e-13, 4.0831763603273500962131947744638, 4.0318581738696428038279165349e-14, 0.54108268594021136088656476204051, 0.023427985616032948740228292194843 
 suboptimal , 0.38144, -0.39648591203138888738877199102717, -4.6615477043529933709464785351884, -0.00016484659838332359075088739963633, -0.030674951543615467525194517861564, -2.4096196763232788917719062737888, 1.95577292022793702841454432928, 2.24194161347863296640525732073, 0.034974510176824770424364174914444, 0.68514659521376986006657716643531, -3.9178356390971647016385759343393, -1.8068829510760036072269940632395, -5.8548072854278920829074195353314, -3.8600864877198421964976660092361, -0.26945718864183620944174890610157, -0.0028901127184645407017238305513729, -0.0028882981246301192394809742580719, 1.9333104269244822948081719005131, -1.7528318778867022498246797113097, 0.81616989110278004293519416023628, 0.44211527709937981089893810349167, -0.43876371723993989881762445293134, -4.7730106523504938209612191712949, 0.089117039673408379729657724510616, 0.23066707796375435224334182748862, 0.077514355470758869448566485971241, 4.4518057582283212525453564012423, 0.96650648631731728155358496223926, 2.1730271850638329667049220006447, 0.11776782294251190996714484526819, 0.00050577876809884843561232470321443, 0.035952200051958566051624188730784, 0.026824391680718932123861364402728, 3.0957288999265824003259695018642, 0.024818422667718709889728145867593, 0.096380551906964068153982339026697, 0.0008526026634657137307990448782391, 0.16685245447994273559899625070102 
